condition_id,kind,seed,prompt_index,round,logged_agent_name,instruction_framing,payoff_scale,vignette_frame,persona_stance,persona_format,prompt_wording,choice_labels,history_format,model,cooperate_label,defect_label,recorded_choice_replayed,explicit_action_parameter,divergent,output_sha256,output_prefix,output_suffix,tar_action_member,tar_prompt_member
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-abstract__model-gemma-4-31b__persona_stance-competitive,grid,8005,17,8,not found,moralized,lambda-10,abstract,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,2d7a5765c0bd42c599426d1aa0b2e5850f5f1ebf9dab4a98292c0da32a8fe97f,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-abstract__model-gemma-4-31b__persona_stance-competitive/seed_8005/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-abstract__model-gemma-4-31b__persona_stance-competitive/seed_8005/run/prompts_and_responses.jsonl.gz
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive,grid,8001,17,8,not found,moralized,lambda-10,business,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,2d7a5765c0bd42c599426d1aa0b2e5850f5f1ebf9dab4a98292c0da32a8fe97f,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8001/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8001/run/prompts_and_responses.jsonl.gz
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive,grid,8002,17,8,not found,moralized,lambda-10,business,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,d806431e7fda1c4818ce3f39b0cb33461d864792f48751f87a90aa415cdb4912,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this mutual cooperation is the most stable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",". To maximize long-term payoff, maintaining this mutual cooperation is the most stable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8002/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8002/run/prompts_and_responses.jsonl.gz
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive,grid,8003,16,8,Player 1,moralized,lambda-10,business,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,2d7a5765c0bd42c599426d1aa0b2e5850f5f1ebf9dab4a98292c0da32a8fe97f,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8003/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8003/run/prompts_and_responses.jsonl.gz
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive,grid,8004,17,8,not found,moralized,lambda-10,business,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,2d7a5765c0bd42c599426d1aa0b2e5850f5f1ebf9dab4a98292c0da32a8fe97f,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8004/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8004/run/prompts_and_responses.jsonl.gz
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive,grid,8005,17,8,not found,moralized,lambda-10,business,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,2d7a5765c0bd42c599426d1aa0b2e5850f5f1ebf9dab4a98292c0da32a8fe97f,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8005/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8005/run/prompts_and_responses.jsonl.gz
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive,grid,8001,17,8,not found,moralized,lambda-10,fictional,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,2d7a5765c0bd42c599426d1aa0b2e5850f5f1ebf9dab4a98292c0da32a8fe97f,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive/seed_8001/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive/seed_8001/run/prompts_and_responses.jsonl.gz
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive,grid,8002,16,8,Player 1,moralized,lambda-10,fictional,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,2d7a5765c0bd42c599426d1aa0b2e5850f5f1ebf9dab4a98292c0da32a8fe97f,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive/seed_8002/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive/seed_8002/run/prompts_and_responses.jsonl.gz
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive,grid,8003,16,8,Player 1,moralized,lambda-10,fictional,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,2d7a5765c0bd42c599426d1aa0b2e5850f5f1ebf9dab4a98292c0da32a8fe97f,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive/seed_8003/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive/seed_8003/run/prompts_and_responses.jsonl.gz
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive,grid,8004,17,8,not found,moralized,lambda-10,fictional,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,2d7a5765c0bd42c599426d1aa0b2e5850f5f1ebf9dab4a98292c0da32a8fe97f,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive/seed_8004/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive/seed_8004/run/prompts_and_responses.jsonl.gz
instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive,grid,8005,16,8,Player 1,moralized,lambda-10,fictional,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,2d7a5765c0bd42c599426d1aa0b2e5850f5f1ebf9dab4a98292c0da32a8fe97f,"Opponent has shown a consistent pattern of cooperation over 8 rounds. To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","To maximize long-term payoff, maintaining this stable cooperation is the most reliable strategy, as defecting may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive/seed_8005/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-moralized__payoff_scale-lambda-10__vignette_frame-fictional__model-gemma-4-31b__persona_stance-competitive/seed_8005/run/prompts_and_responses.jsonl.gz
instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive,grid,8001,9,4,not found,risk,lambda-10,business,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,cd6511afd6e3221d7be71cc1a34bf5b6f034c4b21c2f7c378dade9b542d8467f,"Opponent has consistently cooperated for 4 rounds. To maximize long-term payoff, I will maintain the cooperative streak to ensure continued mutual gains of 30, as defecting now may trigger a retaliatory shift to DEFECT, lowering future payoffs to 10.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","ayoff, I will maintain the cooperative streak to ensure continued mutual gains of 30, as defecting now may trigger a retaliatory shift to DEFECT, lowering future payoffs to 10.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8001/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8001/run/prompts_and_responses.jsonl.gz
instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive,grid,8002,8,4,Player 2,risk,lambda-10,business,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,6bea07ace37f459941b4d6c089ac080ad445a328334a11677ee800c935611774,"Opponent has consistently cooperated for 4 rounds. To maximize long-term payoff, I will maintain the cooperative streak to ensure stable high returns, as defecting now may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","mize long-term payoff, I will maintain the cooperative streak to ensure stable high returns, as defecting now may trigger a retaliatory shift to DEFECT, lowering future scores.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8002/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8002/run/prompts_and_responses.jsonl.gz
instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive,grid,8003,8,4,Player 2,risk,lambda-10,business,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,cd6511afd6e3221d7be71cc1a34bf5b6f034c4b21c2f7c378dade9b542d8467f,"Opponent has consistently cooperated for 4 rounds. To maximize long-term payoff, I will maintain the cooperative streak to ensure continued mutual gains of 30, as defecting now may trigger a retaliatory shift to DEFECT, lowering future payoffs to 10.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","ayoff, I will maintain the cooperative streak to ensure continued mutual gains of 30, as defecting now may trigger a retaliatory shift to DEFECT, lowering future payoffs to 10.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8003/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8003/run/prompts_and_responses.jsonl.gz
instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive,grid,8004,8,4,Player 2,risk,lambda-10,business,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,cd6511afd6e3221d7be71cc1a34bf5b6f034c4b21c2f7c378dade9b542d8467f,"Opponent has consistently cooperated for 4 rounds. To maximize long-term payoff, I will maintain the cooperative streak to ensure continued mutual gains of 30, as defecting now may trigger a retaliatory shift to DEFECT, lowering future payoffs to 10.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","ayoff, I will maintain the cooperative streak to ensure continued mutual gains of 30, as defecting now may trigger a retaliatory shift to DEFECT, lowering future payoffs to 10.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8004/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8004/run/prompts_and_responses.jsonl.gz
instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive,grid,8005,9,4,not found,risk,lambda-10,business,competitive,plain,default,cooperate-defect,lines,gemma-4-31b,COOPERATE,DEFECT,DEFECT,COOPERATE,1,cd6511afd6e3221d7be71cc1a34bf5b6f034c4b21c2f7c378dade9b542d8467f,"Opponent has consistently cooperated for 4 rounds. To maximize long-term payoff, I will maintain the cooperative streak to ensure continued mutual gains of 30, as defecting now may trigger a retaliatory shift to DEFECT, lowering future payoffs to 10.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE","ayoff, I will maintain the cooperative streak to ensure continued mutual gains of 30, as defecting now may trigger a retaliatory shift to DEFECT, lowering future payoffs to 10.  ACTION: CHOOSE_PD_ACTION choice: COOPERATE",iterated_pd/sweeps/runs/instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8005/run/action_events.jsonl.gz,iterated_pd/sweeps/runs/instruction_framing-risk__payoff_scale-lambda-10__vignette_frame-business__model-gemma-4-31b__persona_stance-competitive/seed_8005/run/prompts_and_responses.jsonl.gz
